"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"59975",2006-07-01,"2006","Below Affordability Standard",555,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Below Adequacy Standard",120,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Below Suitability Standard",35,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Below One or More Housing Standards",585,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Total",585,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below Affordability Standard",505,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below Adequacy Standard",85,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below Suitability Standard",45,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below One or More Housing Standards",570,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Total",570,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below Affordability Standard",660,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below Adequacy Standard",105,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below Suitability Standard",60,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below One or More Housing Standards",745,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Total",745,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below Affordability Standard",690,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below Adequacy Standard",130,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below Suitability Standard",40,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below One or More Housing Standards",800,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Total",800,"Core Housing Need","Housing Standards"
