"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35566",2006-07-01,"2006","Below Affordability Standard",1725,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Below Adequacy Standard",200,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Below Suitability Standard",85,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Below One or More Housing Standards",1780,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Total",1775,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below Affordability Standard",1365,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below Adequacy Standard",250,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below Suitability Standard",75,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below One or More Housing Standards",1415,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Total",1415,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below Affordability Standard",1775,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below Adequacy Standard",275,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below Suitability Standard",75,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below One or More Housing Standards",1850,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Total",1855,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below Affordability Standard",1175,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below Adequacy Standard",175,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below Suitability Standard",65,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below One or More Housing Standards",1270,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Total",1270,"Core Housing Need","Housing Standards"
