"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"48820",2006-07-01,"2006","Below Affordability Standard",35.9,"Core Housing Need","Housing Standards"
"48820",2006-07-01,"2006","Below Adequacy Standard",18.5,"Core Housing Need","Housing Standards"
"48820",2006-07-01,"2006","Below Suitability Standard",26.5,"Core Housing Need","Housing Standards"
"48820",2006-07-01,"2006","Below One or More Housing Standards",31.7,"Core Housing Need","Housing Standards"
"48820",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"48820",2006-07-01,"2006","Total",8.4,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Below Affordability Standard",18.8,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Below Adequacy Standard",5.3,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Below One or More Housing Standards",15.4,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Total",3.6,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Below Affordability Standard",16.5,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Below Adequacy Standard",0,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Below Suitability Standard",7.4,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Below One or More Housing Standards",13.9,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Total",3,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Below Affordability Standard",19.9,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Below Adequacy Standard",9.8,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Below Suitability Standard",5.3,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Below One or More Housing Standards",16,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Total",3.3,"Core Housing Need","Housing Standards"
