"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"59932",2006-07-01,"2006","Below Affordability Standard",6110,"Core Housing Need","Housing Standards"
"59932",2006-07-01,"2006","Below Adequacy Standard",655,"Core Housing Need","Housing Standards"
"59932",2006-07-01,"2006","Below Suitability Standard",1190,"Core Housing Need","Housing Standards"
"59932",2006-07-01,"2006","Below One or More Housing Standards",6790,"Core Housing Need","Housing Standards"
"59932",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59932",2006-07-01,"2006","Total",6790,"Core Housing Need","Housing Standards"
"59932",2011-07-01,"2011","Below Affordability Standard",6835,"Core Housing Need","Housing Standards"
"59932",2011-07-01,"2011","Below Adequacy Standard",790,"Core Housing Need","Housing Standards"
"59932",2011-07-01,"2011","Below Suitability Standard",1325,"Core Housing Need","Housing Standards"
"59932",2011-07-01,"2011","Below One or More Housing Standards",7715,"Core Housing Need","Housing Standards"
"59932",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59932",2011-07-01,"2011","Total",7715,"Core Housing Need","Housing Standards"
"59932",2016-07-01,"2016","Below Affordability Standard",6840,"Core Housing Need","Housing Standards"
"59932",2016-07-01,"2016","Below Adequacy Standard",875,"Core Housing Need","Housing Standards"
"59932",2016-07-01,"2016","Below Suitability Standard",990,"Core Housing Need","Housing Standards"
"59932",2016-07-01,"2016","Below One or More Housing Standards",7550,"Core Housing Need","Housing Standards"
"59932",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59932",2016-07-01,"2016","Total",7545,"Core Housing Need","Housing Standards"
"59932",2021-07-01,"2021","Below Affordability Standard",5820,"Core Housing Need","Housing Standards"
"59932",2021-07-01,"2021","Below Adequacy Standard",615,"Core Housing Need","Housing Standards"
"59932",2021-07-01,"2021","Below Suitability Standard",795,"Core Housing Need","Housing Standards"
"59932",2021-07-01,"2021","Below One or More Housing Standards",6360,"Core Housing Need","Housing Standards"
"59932",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59932",2021-07-01,"2021","Total",6360,"Core Housing Need","Housing Standards"
