"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"12205",2006-07-01,"2006","Below Affordability Standard",18565,"Core Housing Need","Housing Standards"
"12205",2006-07-01,"2006","Below Adequacy Standard",3265,"Core Housing Need","Housing Standards"
"12205",2006-07-01,"2006","Below Suitability Standard",1790,"Core Housing Need","Housing Standards"
"12205",2006-07-01,"2006","Below One or More Housing Standards",20200,"Core Housing Need","Housing Standards"
"12205",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"12205",2006-07-01,"2006","Total",20200,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Below Affordability Standard",18700,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Below Adequacy Standard",3480,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Below Suitability Standard",1440,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Below One or More Housing Standards",20410,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Total",20410,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Below Affordability Standard",21105,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Below Adequacy Standard",3590,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Below Suitability Standard",1700,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Below One or More Housing Standards",22845,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Total",22840,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Below Affordability Standard",20510,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Below Adequacy Standard",3865,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Below Suitability Standard",1910,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Below One or More Housing Standards",23090,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Total",23090,"Core Housing Need","Housing Standards"
