"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"47705",2006-07-01,"2006","Below Affordability Standard",47.6,"Core Housing Need","Housing Standards"
"47705",2006-07-01,"2006","Below Adequacy Standard",29.4,"Core Housing Need","Housing Standards"
"47705",2006-07-01,"2006","Below Suitability Standard",21.8,"Core Housing Need","Housing Standards"
"47705",2006-07-01,"2006","Below One or More Housing Standards",35.8,"Core Housing Need","Housing Standards"
"47705",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"47705",2006-07-01,"2006","Total",9.6,"Core Housing Need","Housing Standards"
"47705",2011-07-01,"2011","Below Affordability Standard",55.2,"Core Housing Need","Housing Standards"
"47705",2011-07-01,"2011","Below Adequacy Standard",38.5,"Core Housing Need","Housing Standards"
"47705",2011-07-01,"2011","Below Suitability Standard",21.9,"Core Housing Need","Housing Standards"
"47705",2011-07-01,"2011","Below One or More Housing Standards",40.8,"Core Housing Need","Housing Standards"
"47705",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"47705",2011-07-01,"2011","Total",12,"Core Housing Need","Housing Standards"
"47705",2016-07-01,"2016","Below Affordability Standard",59.8,"Core Housing Need","Housing Standards"
"47705",2016-07-01,"2016","Below Adequacy Standard",22.6,"Core Housing Need","Housing Standards"
"47705",2016-07-01,"2016","Below Suitability Standard",43.2,"Core Housing Need","Housing Standards"
"47705",2016-07-01,"2016","Below One or More Housing Standards",46.4,"Core Housing Need","Housing Standards"
"47705",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"47705",2016-07-01,"2016","Total",13.3,"Core Housing Need","Housing Standards"
"47705",2021-07-01,"2021","Below Affordability Standard",50,"Core Housing Need","Housing Standards"
"47705",2021-07-01,"2021","Below Adequacy Standard",17.7,"Core Housing Need","Housing Standards"
"47705",2021-07-01,"2021","Below Suitability Standard",22.8,"Core Housing Need","Housing Standards"
"47705",2021-07-01,"2021","Below One or More Housing Standards",35.5,"Core Housing Need","Housing Standards"
"47705",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"47705",2021-07-01,"2021","Total",9.8,"Core Housing Need","Housing Standards"
