"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"47720",2006-07-01,"2006","Below Affordability Standard",1175,"Core Housing Need","Housing Standards"
"47720",2006-07-01,"2006","Below Adequacy Standard",630,"Core Housing Need","Housing Standards"
"47720",2006-07-01,"2006","Below Suitability Standard",135,"Core Housing Need","Housing Standards"
"47720",2006-07-01,"2006","Below One or More Housing Standards",1725,"Core Housing Need","Housing Standards"
"47720",2006-07-01,"2006","Above Standards",5150,"Core Housing Need","Housing Standards"
"47720",2006-07-01,"2006","Total",6875,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Below Affordability Standard",940,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Below Adequacy Standard",475,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Below Suitability Standard",200,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Below One or More Housing Standards",1480,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Above Standards",5465,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Total",6945,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Below Affordability Standard",1085,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Below Adequacy Standard",525,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Below Suitability Standard",155,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Below One or More Housing Standards",1670,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Above Standards",5930,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Total",7595,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Below Affordability Standard",1165,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Below Adequacy Standard",490,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Below Suitability Standard",280,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Below One or More Housing Standards",1805,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Above Standards",5905,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Total",7715,"Core Housing Need","Housing Standards"
