"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35505",2006-07-01,"2006","Below Affordability Standard",36420,"Core Housing Need","Housing Standards"
"35505",2006-07-01,"2006","Below Adequacy Standard",5460,"Core Housing Need","Housing Standards"
"35505",2006-07-01,"2006","Below Suitability Standard",7270,"Core Housing Need","Housing Standards"
"35505",2006-07-01,"2006","Below One or More Housing Standards",40760,"Core Housing Need","Housing Standards"
"35505",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35505",2006-07-01,"2006","Total",40760,"Core Housing Need","Housing Standards"
"35505",2011-07-01,"2011","Below Affordability Standard",34980,"Core Housing Need","Housing Standards"
"35505",2011-07-01,"2011","Below Adequacy Standard",5250,"Core Housing Need","Housing Standards"
"35505",2011-07-01,"2011","Below Suitability Standard",5900,"Core Housing Need","Housing Standards"
"35505",2011-07-01,"2011","Below One or More Housing Standards",38855,"Core Housing Need","Housing Standards"
"35505",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35505",2011-07-01,"2011","Total",38855,"Core Housing Need","Housing Standards"
"35505",2016-07-01,"2016","Below Affordability Standard",44370,"Core Housing Need","Housing Standards"
"35505",2016-07-01,"2016","Below Adequacy Standard",5985,"Core Housing Need","Housing Standards"
"35505",2016-07-01,"2016","Below Suitability Standard",6565,"Core Housing Need","Housing Standards"
"35505",2016-07-01,"2016","Below One or More Housing Standards",49300,"Core Housing Need","Housing Standards"
"35505",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35505",2016-07-01,"2016","Total",49295,"Core Housing Need","Housing Standards"
"35505",2021-07-01,"2021","Below Affordability Standard",41640,"Core Housing Need","Housing Standards"
"35505",2021-07-01,"2021","Below Adequacy Standard",6015,"Core Housing Need","Housing Standards"
"35505",2021-07-01,"2021","Below Suitability Standard",6715,"Core Housing Need","Housing Standards"
"35505",2021-07-01,"2021","Below One or More Housing Standards",47480,"Core Housing Need","Housing Standards"
"35505",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35505",2021-07-01,"2021","Total",47480,"Core Housing Need","Housing Standards"
