"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"48825",2006-07-01,"2006","Below Affordability Standard",84315,"Core Housing Need","Housing Standards"
"48825",2006-07-01,"2006","Below Adequacy Standard",18890,"Core Housing Need","Housing Standards"
"48825",2006-07-01,"2006","Below Suitability Standard",19815,"Core Housing Need","Housing Standards"
"48825",2006-07-01,"2006","Below One or More Housing Standards",111800,"Core Housing Need","Housing Standards"
"48825",2006-07-01,"2006","Above Standards",288100,"Core Housing Need","Housing Standards"
"48825",2006-07-01,"2006","Total",399905,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Below Affordability Standard",93500,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Below Adequacy Standard",22180,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Below Suitability Standard",22305,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Below One or More Housing Standards",126270,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Above Standards",313370,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Total",439640,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Below Affordability Standard",97325,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Below Adequacy Standard",20530,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Below Suitability Standard",22735,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Below One or More Housing Standards",129820,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Above Standards",370550,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Total",500365,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Below Affordability Standard",113170,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Below Adequacy Standard",23690,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Below Suitability Standard",26880,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Below One or More Housing Standards",151805,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Above Standards",395435,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Total",547240,"Core Housing Need","Housing Standards"
