"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"12210",2006-07-01,"2006","Below Affordability Standard",2055,"Core Housing Need","Housing Standards"
"12210",2006-07-01,"2006","Below Adequacy Standard",925,"Core Housing Need","Housing Standards"
"12210",2006-07-01,"2006","Below Suitability Standard",325,"Core Housing Need","Housing Standards"
"12210",2006-07-01,"2006","Below One or More Housing Standards",2930,"Core Housing Need","Housing Standards"
"12210",2006-07-01,"2006","Above Standards",7285,"Core Housing Need","Housing Standards"
"12210",2006-07-01,"2006","Total",10210,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Below Affordability Standard",2250,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Below Adequacy Standard",950,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Below Suitability Standard",335,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Below One or More Housing Standards",3205,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Above Standards",7390,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Total",10595,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Below Affordability Standard",2285,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Below Adequacy Standard",990,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Below Suitability Standard",220,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Below One or More Housing Standards",3100,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Above Standards",7880,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Total",10985,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Below Affordability Standard",1905,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Below Adequacy Standard",915,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Below Suitability Standard",370,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Below One or More Housing Standards",2960,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Above Standards",8715,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Total",11680,"Core Housing Need","Housing Standards"
