"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24410",2006-07-01,"2006","Below Affordability Standard",2300,"Core Housing Need","Housing Standards"
"24410",2006-07-01,"2006","Below Adequacy Standard",755,"Core Housing Need","Housing Standards"
"24410",2006-07-01,"2006","Below Suitability Standard",220,"Core Housing Need","Housing Standards"
"24410",2006-07-01,"2006","Below One or More Housing Standards",3085,"Core Housing Need","Housing Standards"
"24410",2006-07-01,"2006","Above Standards",10300,"Core Housing Need","Housing Standards"
"24410",2006-07-01,"2006","Total",13380,"Core Housing Need","Housing Standards"
"24410",2011-07-01,"2011","Below Affordability Standard",1950,"Core Housing Need","Housing Standards"
"24410",2011-07-01,"2011","Below Adequacy Standard",600,"Core Housing Need","Housing Standards"
"24410",2011-07-01,"2011","Below Suitability Standard",220,"Core Housing Need","Housing Standards"
"24410",2011-07-01,"2011","Below One or More Housing Standards",2595,"Core Housing Need","Housing Standards"
"24410",2011-07-01,"2011","Above Standards",11130,"Core Housing Need","Housing Standards"
"24410",2011-07-01,"2011","Total",13725,"Core Housing Need","Housing Standards"
"24410",2016-07-01,"2016","Below Affordability Standard",2160,"Core Housing Need","Housing Standards"
"24410",2016-07-01,"2016","Below Adequacy Standard",715,"Core Housing Need","Housing Standards"
"24410",2016-07-01,"2016","Below Suitability Standard",110,"Core Housing Need","Housing Standards"
"24410",2016-07-01,"2016","Below One or More Housing Standards",2810,"Core Housing Need","Housing Standards"
"24410",2016-07-01,"2016","Above Standards",11480,"Core Housing Need","Housing Standards"
"24410",2016-07-01,"2016","Total",14285,"Core Housing Need","Housing Standards"
"24410",2021-07-01,"2021","Below Affordability Standard",1390,"Core Housing Need","Housing Standards"
"24410",2021-07-01,"2021","Below Adequacy Standard",645,"Core Housing Need","Housing Standards"
"24410",2021-07-01,"2021","Below Suitability Standard",100,"Core Housing Need","Housing Standards"
"24410",2021-07-01,"2021","Below One or More Housing Standards",2055,"Core Housing Need","Housing Standards"
"24410",2021-07-01,"2021","Above Standards",11635,"Core Housing Need","Housing Standards"
"24410",2021-07-01,"2021","Total",13690,"Core Housing Need","Housing Standards"
