"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"12215",2006-07-01,"2006","Below Affordability Standard",3195,"Core Housing Need","Housing Standards"
"12215",2006-07-01,"2006","Below Adequacy Standard",1775,"Core Housing Need","Housing Standards"
"12215",2006-07-01,"2006","Below Suitability Standard",705,"Core Housing Need","Housing Standards"
"12215",2006-07-01,"2006","Below One or More Housing Standards",4955,"Core Housing Need","Housing Standards"
"12215",2006-07-01,"2006","Above Standards",12870,"Core Housing Need","Housing Standards"
"12215",2006-07-01,"2006","Total",17825,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Below Affordability Standard",3450,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Below Adequacy Standard",2000,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Below Suitability Standard",555,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Below One or More Housing Standards",5395,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Above Standards",12880,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Total",18275,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Below Affordability Standard",3670,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Below Adequacy Standard",1665,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Below Suitability Standard",430,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Below One or More Housing Standards",5240,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Above Standards",13930,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Total",19175,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Below Affordability Standard",3045,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Below Adequacy Standard",1620,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Below Suitability Standard",575,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Below One or More Housing Standards",4760,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Above Standards",15135,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Total",19900,"Core Housing Need","Housing Standards"
