"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"47745",2006-07-01,"2006","Below Affordability Standard",1540,"Core Housing Need","Housing Standards"
"47745",2006-07-01,"2006","Below Adequacy Standard",185,"Core Housing Need","Housing Standards"
"47745",2006-07-01,"2006","Below Suitability Standard",265,"Core Housing Need","Housing Standards"
"47745",2006-07-01,"2006","Below One or More Housing Standards",1600,"Core Housing Need","Housing Standards"
"47745",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"47745",2006-07-01,"2006","Total",1595,"Core Housing Need","Housing Standards"
"47745",2011-07-01,"2011","Below Affordability Standard",1950,"Core Housing Need","Housing Standards"
"47745",2011-07-01,"2011","Below Adequacy Standard",400,"Core Housing Need","Housing Standards"
"47745",2011-07-01,"2011","Below Suitability Standard",460,"Core Housing Need","Housing Standards"
"47745",2011-07-01,"2011","Below One or More Housing Standards",2130,"Core Housing Need","Housing Standards"
"47745",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"47745",2011-07-01,"2011","Total",2130,"Core Housing Need","Housing Standards"
"47745",2016-07-01,"2016","Below Affordability Standard",2120,"Core Housing Need","Housing Standards"
"47745",2016-07-01,"2016","Below Adequacy Standard",220,"Core Housing Need","Housing Standards"
"47745",2016-07-01,"2016","Below Suitability Standard",360,"Core Housing Need","Housing Standards"
"47745",2016-07-01,"2016","Below One or More Housing Standards",2255,"Core Housing Need","Housing Standards"
"47745",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"47745",2016-07-01,"2016","Total",2250,"Core Housing Need","Housing Standards"
"47745",2021-07-01,"2021","Below Affordability Standard",1470,"Core Housing Need","Housing Standards"
"47745",2021-07-01,"2021","Below Adequacy Standard",160,"Core Housing Need","Housing Standards"
"47745",2021-07-01,"2021","Below Suitability Standard",195,"Core Housing Need","Housing Standards"
"47745",2021-07-01,"2021","Below One or More Housing Standards",1610,"Core Housing Need","Housing Standards"
"47745",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"47745",2021-07-01,"2021","Total",1610,"Core Housing Need","Housing Standards"
