"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"46602",2006-07-01,"2006","Below Affordability Standard",24230,"Core Housing Need","Housing Standards"
"46602",2006-07-01,"2006","Below Adequacy Standard",5130,"Core Housing Need","Housing Standards"
"46602",2006-07-01,"2006","Below Suitability Standard",5750,"Core Housing Need","Housing Standards"
"46602",2006-07-01,"2006","Below One or More Housing Standards",28375,"Core Housing Need","Housing Standards"
"46602",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"46602",2006-07-01,"2006","Total",28375,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Below Affordability Standard",24160,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Below Adequacy Standard",5895,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Below Suitability Standard",5875,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Below One or More Housing Standards",28785,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Total",28780,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Below Affordability Standard",30925,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Below Adequacy Standard",5580,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Below Suitability Standard",6375,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Below One or More Housing Standards",35760,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Total",35755,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Below Affordability Standard",30565,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Below Adequacy Standard",4865,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Below Suitability Standard",5935,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Below One or More Housing Standards",35760,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Total",35760,"Core Housing Need","Housing Standards"
