"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59938",2006-07-01,"2006","Below Affordability Standard",9160,"Core Housing Need","Housing Standards"
"59938",2006-07-01,"2006","Below Adequacy Standard",2580,"Core Housing Need","Housing Standards"
"59938",2006-07-01,"2006","Below Suitability Standard",1355,"Core Housing Need","Housing Standards"
"59938",2006-07-01,"2006","Below One or More Housing Standards",11715,"Core Housing Need","Housing Standards"
"59938",2006-07-01,"2006","Above Standards",24995,"Core Housing Need","Housing Standards"
"59938",2006-07-01,"2006","Total",36705,"Core Housing Need","Housing Standards"
"59938",2011-07-01,"2011","Below Affordability Standard",11105,"Core Housing Need","Housing Standards"
"59938",2011-07-01,"2011","Below Adequacy Standard",2510,"Core Housing Need","Housing Standards"
"59938",2011-07-01,"2011","Below Suitability Standard",1435,"Core Housing Need","Housing Standards"
"59938",2011-07-01,"2011","Below One or More Housing Standards",13410,"Core Housing Need","Housing Standards"
"59938",2011-07-01,"2011","Above Standards",26050,"Core Housing Need","Housing Standards"
"59938",2011-07-01,"2011","Total",39460,"Core Housing Need","Housing Standards"
"59938",2016-07-01,"2016","Below Affordability Standard",10130,"Core Housing Need","Housing Standards"
"59938",2016-07-01,"2016","Below Adequacy Standard",2570,"Core Housing Need","Housing Standards"
"59938",2016-07-01,"2016","Below Suitability Standard",1260,"Core Housing Need","Housing Standards"
"59938",2016-07-01,"2016","Below One or More Housing Standards",12630,"Core Housing Need","Housing Standards"
"59938",2016-07-01,"2016","Above Standards",30405,"Core Housing Need","Housing Standards"
"59938",2016-07-01,"2016","Total",43030,"Core Housing Need","Housing Standards"
"59938",2021-07-01,"2021","Below Affordability Standard",10350,"Core Housing Need","Housing Standards"
"59938",2021-07-01,"2021","Below Adequacy Standard",2585,"Core Housing Need","Housing Standards"
"59938",2021-07-01,"2021","Below Suitability Standard",1620,"Core Housing Need","Housing Standards"
"59938",2021-07-01,"2021","Below One or More Housing Standards",13570,"Core Housing Need","Housing Standards"
"59938",2021-07-01,"2021","Above Standards",34135,"Core Housing Need","Housing Standards"
"59938",2021-07-01,"2021","Total",47705,"Core Housing Need","Housing Standards"
