"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"24456",2006-07-01,"2006","Below Affordability Standard",47.1,"Core Housing Need","Housing Standards"
"24456",2006-07-01,"2006","Below Adequacy Standard",22.7,"Core Housing Need","Housing Standards"
"24456",2006-07-01,"2006","Below Suitability Standard",20.2,"Core Housing Need","Housing Standards"
"24456",2006-07-01,"2006","Below One or More Housing Standards",38.9,"Core Housing Need","Housing Standards"
"24456",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24456",2006-07-01,"2006","Total",10.8,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Below Affordability Standard",45.7,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Below Adequacy Standard",20,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Below Suitability Standard",25.1,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Below One or More Housing Standards",37.6,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Total",10.3,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Below Affordability Standard",50.1,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Below Adequacy Standard",22.4,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Below Suitability Standard",25.2,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Below One or More Housing Standards",42.8,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Total",11.3,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Below Affordability Standard",31.1,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Below Adequacy Standard",15.9,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Below Suitability Standard",5.6,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Below One or More Housing Standards",24.9,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Total",5.7,"Core Housing Need","Housing Standards"
