"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59925",2006-07-01,"2006","Below Affordability Standard",7350,"Core Housing Need","Housing Standards"
"59925",2006-07-01,"2006","Below Adequacy Standard",2200,"Core Housing Need","Housing Standards"
"59925",2006-07-01,"2006","Below Suitability Standard",1410,"Core Housing Need","Housing Standards"
"59925",2006-07-01,"2006","Below One or More Housing Standards",9705,"Core Housing Need","Housing Standards"
"59925",2006-07-01,"2006","Above Standards",25850,"Core Housing Need","Housing Standards"
"59925",2006-07-01,"2006","Total",35550,"Core Housing Need","Housing Standards"
"59925",2011-07-01,"2011","Below Affordability Standard",8145,"Core Housing Need","Housing Standards"
"59925",2011-07-01,"2011","Below Adequacy Standard",2320,"Core Housing Need","Housing Standards"
"59925",2011-07-01,"2011","Below Suitability Standard",1190,"Core Housing Need","Housing Standards"
"59925",2011-07-01,"2011","Below One or More Housing Standards",10510,"Core Housing Need","Housing Standards"
"59925",2011-07-01,"2011","Above Standards",27130,"Core Housing Need","Housing Standards"
"59925",2011-07-01,"2011","Total",37635,"Core Housing Need","Housing Standards"
"59925",2016-07-01,"2016","Below Affordability Standard",8040,"Core Housing Need","Housing Standards"
"59925",2016-07-01,"2016","Below Adequacy Standard",2335,"Core Housing Need","Housing Standards"
"59925",2016-07-01,"2016","Below Suitability Standard",1050,"Core Housing Need","Housing Standards"
"59925",2016-07-01,"2016","Below One or More Housing Standards",10375,"Core Housing Need","Housing Standards"
"59925",2016-07-01,"2016","Above Standards",29505,"Core Housing Need","Housing Standards"
"59925",2016-07-01,"2016","Total",39880,"Core Housing Need","Housing Standards"
"59925",2021-07-01,"2021","Below Affordability Standard",7600,"Core Housing Need","Housing Standards"
"59925",2021-07-01,"2021","Below Adequacy Standard",2350,"Core Housing Need","Housing Standards"
"59925",2021-07-01,"2021","Below Suitability Standard",1465,"Core Housing Need","Housing Standards"
"59925",2021-07-01,"2021","Below One or More Housing Standards",10610,"Core Housing Need","Housing Standards"
"59925",2021-07-01,"2021","Above Standards",33685,"Core Housing Need","Housing Standards"
"59925",2021-07-01,"2021","Total",44295,"Core Housing Need","Housing Standards"
