"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59945",2006-07-01,"2006","Below Affordability Standard",1225,"Core Housing Need","Housing Standards"
"59945",2006-07-01,"2006","Below Adequacy Standard",675,"Core Housing Need","Housing Standards"
"59945",2006-07-01,"2006","Below Suitability Standard",185,"Core Housing Need","Housing Standards"
"59945",2006-07-01,"2006","Below One or More Housing Standards",1855,"Core Housing Need","Housing Standards"
"59945",2006-07-01,"2006","Above Standards",5145,"Core Housing Need","Housing Standards"
"59945",2006-07-01,"2006","Total",6995,"Core Housing Need","Housing Standards"
"59945",2011-07-01,"2011","Below Affordability Standard",1355,"Core Housing Need","Housing Standards"
"59945",2011-07-01,"2011","Below Adequacy Standard",675,"Core Housing Need","Housing Standards"
"59945",2011-07-01,"2011","Below Suitability Standard",190,"Core Housing Need","Housing Standards"
"59945",2011-07-01,"2011","Below One or More Housing Standards",2025,"Core Housing Need","Housing Standards"
"59945",2011-07-01,"2011","Above Standards",5105,"Core Housing Need","Housing Standards"
"59945",2011-07-01,"2011","Total",7135,"Core Housing Need","Housing Standards"
"59945",2016-07-01,"2016","Below Affordability Standard",1455,"Core Housing Need","Housing Standards"
"59945",2016-07-01,"2016","Below Adequacy Standard",665,"Core Housing Need","Housing Standards"
"59945",2016-07-01,"2016","Below Suitability Standard",170,"Core Housing Need","Housing Standards"
"59945",2016-07-01,"2016","Below One or More Housing Standards",1995,"Core Housing Need","Housing Standards"
"59945",2016-07-01,"2016","Above Standards",5510,"Core Housing Need","Housing Standards"
"59945",2016-07-01,"2016","Total",7505,"Core Housing Need","Housing Standards"
"59945",2021-07-01,"2021","Below Affordability Standard",1450,"Core Housing Need","Housing Standards"
"59945",2021-07-01,"2021","Below Adequacy Standard",685,"Core Housing Need","Housing Standards"
"59945",2021-07-01,"2021","Below Suitability Standard",240,"Core Housing Need","Housing Standards"
"59945",2021-07-01,"2021","Below One or More Housing Standards",2185,"Core Housing Need","Housing Standards"
"59945",2021-07-01,"2021","Above Standards",5830,"Core Housing Need","Housing Standards"
"59945",2021-07-01,"2021","Total",8015,"Core Housing Need","Housing Standards"
