"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"48850",2006-07-01,"2006","Below Affordability Standard",45.4,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Below Adequacy Standard",21.1,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Below Suitability Standard",19.9,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Below One or More Housing Standards",34.5,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Total",8.6,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below Affordability Standard",41.5,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below Adequacy Standard",16.4,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below Suitability Standard",14,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below One or More Housing Standards",31.6,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Total",8.5,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below Affordability Standard",56,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below Adequacy Standard",21.8,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below Suitability Standard",23.8,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below One or More Housing Standards",44.2,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Total",10.8,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below Affordability Standard",47.3,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below Adequacy Standard",23.1,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below Suitability Standard",14.9,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below One or More Housing Standards",37.5,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Total",10.4,"Core Housing Need","Housing Standards"
