"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"10001",2006-07-01,"2006","Below Affordability Standard",13945,"Core Housing Need","Housing Standards"
"10001",2006-07-01,"2006","Below Adequacy Standard",3695,"Core Housing Need","Housing Standards"
"10001",2006-07-01,"2006","Below Suitability Standard",2160,"Core Housing Need","Housing Standards"
"10001",2006-07-01,"2006","Below One or More Housing Standards",18075,"Core Housing Need","Housing Standards"
"10001",2006-07-01,"2006","Above Standards",50350,"Core Housing Need","Housing Standards"
"10001",2006-07-01,"2006","Total",68415,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Below Affordability Standard",14085,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Below Adequacy Standard",4465,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Below Suitability Standard",2575,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Below One or More Housing Standards",19310,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Above Standards",56660,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Total",75970,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Below Affordability Standard",16205,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Below Adequacy Standard",3435,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Below Suitability Standard",1445,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Below One or More Housing Standards",19775,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Above Standards",62915,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Total",82685,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Below Affordability Standard",15675,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Below Adequacy Standard",3620,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Below Suitability Standard",1755,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Below One or More Housing Standards",19950,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Above Standards",68345,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Total",88300,"Core Housing Need","Housing Standards"
