"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59950",2006-07-01,"2006","Below Affordability Standard",1090,"Core Housing Need","Housing Standards"
"59950",2006-07-01,"2006","Below Adequacy Standard",625,"Core Housing Need","Housing Standards"
"59950",2006-07-01,"2006","Below Suitability Standard",440,"Core Housing Need","Housing Standards"
"59950",2006-07-01,"2006","Below One or More Housing Standards",1905,"Core Housing Need","Housing Standards"
"59950",2006-07-01,"2006","Above Standards",5225,"Core Housing Need","Housing Standards"
"59950",2006-07-01,"2006","Total",7130,"Core Housing Need","Housing Standards"
"59950",2011-07-01,"2011","Below Affordability Standard",1165,"Core Housing Need","Housing Standards"
"59950",2011-07-01,"2011","Below Adequacy Standard",645,"Core Housing Need","Housing Standards"
"59950",2011-07-01,"2011","Below Suitability Standard",285,"Core Housing Need","Housing Standards"
"59950",2011-07-01,"2011","Below One or More Housing Standards",1815,"Core Housing Need","Housing Standards"
"59950",2011-07-01,"2011","Above Standards",5245,"Core Housing Need","Housing Standards"
"59950",2011-07-01,"2011","Total",7060,"Core Housing Need","Housing Standards"
"59950",2016-07-01,"2016","Below Affordability Standard",945,"Core Housing Need","Housing Standards"
"59950",2016-07-01,"2016","Below Adequacy Standard",475,"Core Housing Need","Housing Standards"
"59950",2016-07-01,"2016","Below Suitability Standard",220,"Core Housing Need","Housing Standards"
"59950",2016-07-01,"2016","Below One or More Housing Standards",1500,"Core Housing Need","Housing Standards"
"59950",2016-07-01,"2016","Above Standards",5665,"Core Housing Need","Housing Standards"
"59950",2016-07-01,"2016","Total",7170,"Core Housing Need","Housing Standards"
"59950",2021-07-01,"2021","Below Affordability Standard",1045,"Core Housing Need","Housing Standards"
"59950",2021-07-01,"2021","Below Adequacy Standard",825,"Core Housing Need","Housing Standards"
"59950",2021-07-01,"2021","Below Suitability Standard",315,"Core Housing Need","Housing Standards"
"59950",2021-07-01,"2021","Below One or More Housing Standards",1980,"Core Housing Need","Housing Standards"
"59950",2021-07-01,"2021","Above Standards",7385,"Core Housing Need","Housing Standards"
"59950",2021-07-01,"2021","Total",9365,"Core Housing Need","Housing Standards"
