"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"24450",2006-07-01,"2006","Below Affordability Standard",43.9,"Core Housing Need","Housing Standards"
"24450",2006-07-01,"2006","Below Adequacy Standard",16.3,"Core Housing Need","Housing Standards"
"24450",2006-07-01,"2006","Below Suitability Standard",14.7,"Core Housing Need","Housing Standards"
"24450",2006-07-01,"2006","Below One or More Housing Standards",33.6,"Core Housing Need","Housing Standards"
"24450",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24450",2006-07-01,"2006","Total",8.3,"Core Housing Need","Housing Standards"
"24450",2011-07-01,"2011","Below Affordability Standard",42.7,"Core Housing Need","Housing Standards"
"24450",2011-07-01,"2011","Below Adequacy Standard",15.8,"Core Housing Need","Housing Standards"
"24450",2011-07-01,"2011","Below Suitability Standard",13.6,"Core Housing Need","Housing Standards"
"24450",2011-07-01,"2011","Below One or More Housing Standards",34.1,"Core Housing Need","Housing Standards"
"24450",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24450",2011-07-01,"2011","Total",9.1,"Core Housing Need","Housing Standards"
"24450",2016-07-01,"2016","Below Affordability Standard",31,"Core Housing Need","Housing Standards"
"24450",2016-07-01,"2016","Below Adequacy Standard",10.9,"Core Housing Need","Housing Standards"
"24450",2016-07-01,"2016","Below Suitability Standard",12.9,"Core Housing Need","Housing Standards"
"24450",2016-07-01,"2016","Below One or More Housing Standards",25.3,"Core Housing Need","Housing Standards"
"24450",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24450",2016-07-01,"2016","Total",6.2,"Core Housing Need","Housing Standards"
"24450",2021-07-01,"2021","Below Affordability Standard",23.8,"Core Housing Need","Housing Standards"
"24450",2021-07-01,"2021","Below Adequacy Standard",7.9,"Core Housing Need","Housing Standards"
"24450",2021-07-01,"2021","Below Suitability Standard",6.1,"Core Housing Need","Housing Standards"
"24450",2021-07-01,"2021","Below One or More Housing Standards",17.7,"Core Housing Need","Housing Standards"
"24450",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24450",2021-07-01,"2021","Total",3.4,"Core Housing Need","Housing Standards"
