"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"46610",2006-07-01,"2006","Below Affordability Standard",1515,"Core Housing Need","Housing Standards"
"46610",2006-07-01,"2006","Below Adequacy Standard",210,"Core Housing Need","Housing Standards"
"46610",2006-07-01,"2006","Below Suitability Standard",190,"Core Housing Need","Housing Standards"
"46610",2006-07-01,"2006","Below One or More Housing Standards",1640,"Core Housing Need","Housing Standards"
"46610",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"46610",2006-07-01,"2006","Total",1640,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Below Affordability Standard",1305,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Below Adequacy Standard",260,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Below Suitability Standard",165,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Below One or More Housing Standards",1430,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Total",1430,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Below Affordability Standard",1595,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Below Adequacy Standard",250,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Below Suitability Standard",215,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Below One or More Housing Standards",1755,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Total",1755,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Below Affordability Standard",1180,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Below Adequacy Standard",215,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Below Suitability Standard",215,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Below One or More Housing Standards",1410,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Total",1410,"Core Housing Need","Housing Standards"
