"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"48840",2006-07-01,"2006","Below Affordability Standard",1495,"Core Housing Need","Housing Standards"
"48840",2006-07-01,"2006","Below Adequacy Standard",760,"Core Housing Need","Housing Standards"
"48840",2006-07-01,"2006","Below Suitability Standard",430,"Core Housing Need","Housing Standards"
"48840",2006-07-01,"2006","Below One or More Housing Standards",2380,"Core Housing Need","Housing Standards"
"48840",2006-07-01,"2006","Above Standards",7560,"Core Housing Need","Housing Standards"
"48840",2006-07-01,"2006","Total",9940,"Core Housing Need","Housing Standards"
"48840",2011-07-01,"2011","Below Affordability Standard",2115,"Core Housing Need","Housing Standards"
"48840",2011-07-01,"2011","Below Adequacy Standard",715,"Core Housing Need","Housing Standards"
"48840",2011-07-01,"2011","Below Suitability Standard",370,"Core Housing Need","Housing Standards"
"48840",2011-07-01,"2011","Below One or More Housing Standards",2955,"Core Housing Need","Housing Standards"
"48840",2011-07-01,"2011","Above Standards",8395,"Core Housing Need","Housing Standards"
"48840",2011-07-01,"2011","Total",11350,"Core Housing Need","Housing Standards"
"48840",2016-07-01,"2016","Below Affordability Standard",2250,"Core Housing Need","Housing Standards"
"48840",2016-07-01,"2016","Below Adequacy Standard",655,"Core Housing Need","Housing Standards"
"48840",2016-07-01,"2016","Below Suitability Standard",510,"Core Housing Need","Housing Standards"
"48840",2016-07-01,"2016","Below One or More Housing Standards",3115,"Core Housing Need","Housing Standards"
"48840",2016-07-01,"2016","Above Standards",9390,"Core Housing Need","Housing Standards"
"48840",2016-07-01,"2016","Total",12510,"Core Housing Need","Housing Standards"
"48840",2021-07-01,"2021","Below Affordability Standard",2380,"Core Housing Need","Housing Standards"
"48840",2021-07-01,"2021","Below Adequacy Standard",665,"Core Housing Need","Housing Standards"
"48840",2021-07-01,"2021","Below Suitability Standard",415,"Core Housing Need","Housing Standards"
"48840",2021-07-01,"2021","Below One or More Housing Standards",3245,"Core Housing Need","Housing Standards"
"48840",2021-07-01,"2021","Above Standards",10050,"Core Housing Need","Housing Standards"
"48840",2021-07-01,"2021","Total",13295,"Core Housing Need","Housing Standards"
