"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"24462",2006-07-01,"2006","Below Affordability Standard",51.6,"Core Housing Need","Housing Standards"
"24462",2006-07-01,"2006","Below Adequacy Standard",28.4,"Core Housing Need","Housing Standards"
"24462",2006-07-01,"2006","Below Suitability Standard",21.4,"Core Housing Need","Housing Standards"
"24462",2006-07-01,"2006","Below One or More Housing Standards",38.7,"Core Housing Need","Housing Standards"
"24462",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24462",2006-07-01,"2006","Total",12.6,"Core Housing Need","Housing Standards"
"24462",2011-07-01,"2011","Below Affordability Standard",52.4,"Core Housing Need","Housing Standards"
"24462",2011-07-01,"2011","Below Adequacy Standard",26.3,"Core Housing Need","Housing Standards"
"24462",2011-07-01,"2011","Below Suitability Standard",21.5,"Core Housing Need","Housing Standards"
"24462",2011-07-01,"2011","Below One or More Housing Standards",39.9,"Core Housing Need","Housing Standards"
"24462",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24462",2011-07-01,"2011","Total",13.3,"Core Housing Need","Housing Standards"
"24462",2016-07-01,"2016","Below Affordability Standard",46.8,"Core Housing Need","Housing Standards"
"24462",2016-07-01,"2016","Below Adequacy Standard",18.2,"Core Housing Need","Housing Standards"
"24462",2016-07-01,"2016","Below Suitability Standard",21.2,"Core Housing Need","Housing Standards"
"24462",2016-07-01,"2016","Below One or More Housing Standards",35.7,"Core Housing Need","Housing Standards"
"24462",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24462",2016-07-01,"2016","Total",10.9,"Core Housing Need","Housing Standards"
"24462",2021-07-01,"2021","Below Affordability Standard",41.6,"Core Housing Need","Housing Standards"
"24462",2021-07-01,"2021","Below Adequacy Standard",13,"Core Housing Need","Housing Standards"
"24462",2021-07-01,"2021","Below Suitability Standard",9.6,"Core Housing Need","Housing Standards"
"24462",2021-07-01,"2021","Below One or More Housing Standards",28.5,"Core Housing Need","Housing Standards"
"24462",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24462",2021-07-01,"2021","Total",7.9,"Core Housing Need","Housing Standards"
