"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35541",2006-07-01,"2006","Below Affordability Standard",46.6,"Core Housing Need","Housing Standards"
"35541",2006-07-01,"2006","Below Adequacy Standard",23.7,"Core Housing Need","Housing Standards"
"35541",2006-07-01,"2006","Below Suitability Standard",23.3,"Core Housing Need","Housing Standards"
"35541",2006-07-01,"2006","Below One or More Housing Standards",36.4,"Core Housing Need","Housing Standards"
"35541",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35541",2006-07-01,"2006","Total",10.3,"Core Housing Need","Housing Standards"
"35541",2011-07-01,"2011","Below Affordability Standard",45.2,"Core Housing Need","Housing Standards"
"35541",2011-07-01,"2011","Below Adequacy Standard",23.8,"Core Housing Need","Housing Standards"
"35541",2011-07-01,"2011","Below Suitability Standard",23.2,"Core Housing Need","Housing Standards"
"35541",2011-07-01,"2011","Below One or More Housing Standards",35.7,"Core Housing Need","Housing Standards"
"35541",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35541",2011-07-01,"2011","Total",10.3,"Core Housing Need","Housing Standards"
"35541",2016-07-01,"2016","Below Affordability Standard",51.1,"Core Housing Need","Housing Standards"
"35541",2016-07-01,"2016","Below Adequacy Standard",23.6,"Core Housing Need","Housing Standards"
"35541",2016-07-01,"2016","Below Suitability Standard",24.9,"Core Housing Need","Housing Standards"
"35541",2016-07-01,"2016","Below One or More Housing Standards",41.3,"Core Housing Need","Housing Standards"
"35541",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35541",2016-07-01,"2016","Total",11.4,"Core Housing Need","Housing Standards"
"35541",2021-07-01,"2021","Below Affordability Standard",41.5,"Core Housing Need","Housing Standards"
"35541",2021-07-01,"2021","Below Adequacy Standard",20.7,"Core Housing Need","Housing Standards"
"35541",2021-07-01,"2021","Below Suitability Standard",14.4,"Core Housing Need","Housing Standards"
"35541",2021-07-01,"2021","Below One or More Housing Standards",32,"Core Housing Need","Housing Standards"
"35541",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35541",2021-07-01,"2021","Total",9,"Core Housing Need","Housing Standards"
