"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"48860",2006-07-01,"2006","Below Affordability Standard",55.5,"Core Housing Need","Housing Standards"
"48860",2006-07-01,"2006","Below Adequacy Standard",27.4,"Core Housing Need","Housing Standards"
"48860",2006-07-01,"2006","Below Suitability Standard",27.8,"Core Housing Need","Housing Standards"
"48860",2006-07-01,"2006","Below One or More Housing Standards",39.7,"Core Housing Need","Housing Standards"
"48860",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"48860",2006-07-01,"2006","Total",9.8,"Core Housing Need","Housing Standards"
"48860",2011-07-01,"2011","Below Affordability Standard",56.5,"Core Housing Need","Housing Standards"
"48860",2011-07-01,"2011","Below Adequacy Standard",22,"Core Housing Need","Housing Standards"
"48860",2011-07-01,"2011","Below Suitability Standard",21.6,"Core Housing Need","Housing Standards"
"48860",2011-07-01,"2011","Below One or More Housing Standards",37.9,"Core Housing Need","Housing Standards"
"48860",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"48860",2011-07-01,"2011","Total",9.3,"Core Housing Need","Housing Standards"
"48860",2016-07-01,"2016","Below Affordability Standard",53.7,"Core Housing Need","Housing Standards"
"48860",2016-07-01,"2016","Below Adequacy Standard",13.5,"Core Housing Need","Housing Standards"
"48860",2016-07-01,"2016","Below Suitability Standard",21,"Core Housing Need","Housing Standards"
"48860",2016-07-01,"2016","Below One or More Housing Standards",33.9,"Core Housing Need","Housing Standards"
"48860",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48860",2016-07-01,"2016","Total",6.5,"Core Housing Need","Housing Standards"
"48860",2021-07-01,"2021","Below Affordability Standard",35.2,"Core Housing Need","Housing Standards"
"48860",2021-07-01,"2021","Below Adequacy Standard",10.4,"Core Housing Need","Housing Standards"
"48860",2021-07-01,"2021","Below Suitability Standard",15.2,"Core Housing Need","Housing Standards"
"48860",2021-07-01,"2021","Below One or More Housing Standards",22.1,"Core Housing Need","Housing Standards"
"48860",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48860",2021-07-01,"2021","Total",4.7,"Core Housing Need","Housing Standards"
