"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"47735",2006-07-01,"2006","Below Affordability Standard",1310,"Core Housing Need","Housing Standards"
"47735",2006-07-01,"2006","Below Adequacy Standard",705,"Core Housing Need","Housing Standards"
"47735",2006-07-01,"2006","Below Suitability Standard",350,"Core Housing Need","Housing Standards"
"47735",2006-07-01,"2006","Below One or More Housing Standards",2005,"Core Housing Need","Housing Standards"
"47735",2006-07-01,"2006","Above Standards",4955,"Core Housing Need","Housing Standards"
"47735",2006-07-01,"2006","Total",6960,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Below Affordability Standard",1365,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Below Adequacy Standard",635,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Below Suitability Standard",250,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Below One or More Housing Standards",2025,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Above Standards",5380,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Total",7405,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Below Affordability Standard",1610,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Below Adequacy Standard",485,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Below Suitability Standard",355,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Below One or More Housing Standards",2165,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Above Standards",5530,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Total",7695,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Below Affordability Standard",1185,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Below Adequacy Standard",675,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Below Suitability Standard",385,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Below One or More Housing Standards",2055,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Above Standards",5645,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Total",7700,"Core Housing Need","Housing Standards"
