"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"10011",2006-07-01,"2006","Below Affordability Standard",695,"Core Housing Need","Housing Standards"
"10011",2006-07-01,"2006","Below Adequacy Standard",190,"Core Housing Need","Housing Standards"
"10011",2006-07-01,"2006","Below Suitability Standard",105,"Core Housing Need","Housing Standards"
"10011",2006-07-01,"2006","Below One or More Housing Standards",900,"Core Housing Need","Housing Standards"
"10011",2006-07-01,"2006","Above Standards",2895,"Core Housing Need","Housing Standards"
"10011",2006-07-01,"2006","Total",3795,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Below Affordability Standard",760,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Below Adequacy Standard",205,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Below Suitability Standard",70,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Below One or More Housing Standards",930,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Above Standards",3480,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Total",4405,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Below Affordability Standard",940,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Below Adequacy Standard",330,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Below Suitability Standard",65,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Below One or More Housing Standards",1235,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Above Standards",4245,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Total",5480,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Below Affordability Standard",940,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Below Adequacy Standard",280,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Below Suitability Standard",85,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Below One or More Housing Standards",1215,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Above Standards",4460,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Total",5675,"Core Housing Need","Housing Standards"
