"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"59965",2006-07-01,"2006","Below Affordability Standard",675,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Below Adequacy Standard",215,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Below Suitability Standard",100,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Below One or More Housing Standards",750,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Total",745,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below Affordability Standard",680,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below Adequacy Standard",195,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below Suitability Standard",105,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below One or More Housing Standards",775,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Total",780,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below Affordability Standard",600,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below Adequacy Standard",195,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below Suitability Standard",70,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below One or More Housing Standards",720,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Total",720,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below Affordability Standard",510,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below Adequacy Standard",150,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below Suitability Standard",70,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below One or More Housing Standards",635,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Total",635,"Core Housing Need","Housing Standards"
