"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24481",2006-07-01,"2006","Below Affordability Standard",925,"Core Housing Need","Housing Standards"
"24481",2006-07-01,"2006","Below Adequacy Standard",575,"Core Housing Need","Housing Standards"
"24481",2006-07-01,"2006","Below Suitability Standard",175,"Core Housing Need","Housing Standards"
"24481",2006-07-01,"2006","Below One or More Housing Standards",1565,"Core Housing Need","Housing Standards"
"24481",2006-07-01,"2006","Above Standards",5415,"Core Housing Need","Housing Standards"
"24481",2006-07-01,"2006","Total",6985,"Core Housing Need","Housing Standards"
"24481",2011-07-01,"2011","Below Affordability Standard",815,"Core Housing Need","Housing Standards"
"24481",2011-07-01,"2011","Below Adequacy Standard",685,"Core Housing Need","Housing Standards"
"24481",2011-07-01,"2011","Below Suitability Standard",155,"Core Housing Need","Housing Standards"
"24481",2011-07-01,"2011","Below One or More Housing Standards",1490,"Core Housing Need","Housing Standards"
"24481",2011-07-01,"2011","Above Standards",5365,"Core Housing Need","Housing Standards"
"24481",2011-07-01,"2011","Total",6850,"Core Housing Need","Housing Standards"
"24481",2016-07-01,"2016","Below Affordability Standard",850,"Core Housing Need","Housing Standards"
"24481",2016-07-01,"2016","Below Adequacy Standard",440,"Core Housing Need","Housing Standards"
"24481",2016-07-01,"2016","Below Suitability Standard",50,"Core Housing Need","Housing Standards"
"24481",2016-07-01,"2016","Below One or More Housing Standards",1245,"Core Housing Need","Housing Standards"
"24481",2016-07-01,"2016","Above Standards",4300,"Core Housing Need","Housing Standards"
"24481",2016-07-01,"2016","Total",5540,"Core Housing Need","Housing Standards"
"24481",2021-07-01,"2021","Below Affordability Standard",770,"Core Housing Need","Housing Standards"
"24481",2021-07-01,"2021","Below Adequacy Standard",585,"Core Housing Need","Housing Standards"
"24481",2021-07-01,"2021","Below Suitability Standard",130,"Core Housing Need","Housing Standards"
"24481",2021-07-01,"2021","Below One or More Housing Standards",1400,"Core Housing Need","Housing Standards"
"24481",2021-07-01,"2021","Above Standards",6545,"Core Housing Need","Housing Standards"
"24481",2021-07-01,"2021","Total",7945,"Core Housing Need","Housing Standards"
