"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"59939",2006-07-01,"2006","Below Affordability Standard",980,"Core Housing Need","Housing Standards"
"59939",2006-07-01,"2006","Below Adequacy Standard",160,"Core Housing Need","Housing Standards"
"59939",2006-07-01,"2006","Below Suitability Standard",50,"Core Housing Need","Housing Standards"
"59939",2006-07-01,"2006","Below One or More Housing Standards",1030,"Core Housing Need","Housing Standards"
"59939",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59939",2006-07-01,"2006","Total",1030,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Below Affordability Standard",950,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Below Adequacy Standard",65,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Below Suitability Standard",45,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Below One or More Housing Standards",965,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Total",965,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Below Affordability Standard",1130,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Below Adequacy Standard",135,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Below Suitability Standard",60,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Below One or More Housing Standards",1200,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Total",1205,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Below Affordability Standard",1045,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Below Adequacy Standard",75,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Below Suitability Standard",35,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Below One or More Housing Standards",1075,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Total",1075,"Core Housing Need","Housing Standards"
