"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35568",2006-07-01,"2006","Below Affordability Standard",52.1,"Core Housing Need","Housing Standards"
"35568",2006-07-01,"2006","Below Adequacy Standard",29.8,"Core Housing Need","Housing Standards"
"35568",2006-07-01,"2006","Below Suitability Standard",32.6,"Core Housing Need","Housing Standards"
"35568",2006-07-01,"2006","Below One or More Housing Standards",44.9,"Core Housing Need","Housing Standards"
"35568",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35568",2006-07-01,"2006","Total",13.5,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Below Affordability Standard",51.2,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Below Adequacy Standard",28.1,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Below Suitability Standard",30.5,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Below One or More Housing Standards",44.1,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Total",14,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Below Affordability Standard",54.1,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Below Adequacy Standard",30.4,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Below Suitability Standard",36.9,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Below One or More Housing Standards",47.3,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Total",14.4,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Below Affordability Standard",45.6,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Below Adequacy Standard",28.5,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Below Suitability Standard",19.7,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Below One or More Housing Standards",38.8,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Total",11.6,"Core Housing Need","Housing Standards"
