"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"13305",2006-07-01,"2006","Below Affordability Standard",5005,"Core Housing Need","Housing Standards"
"13305",2006-07-01,"2006","Below Adequacy Standard",790,"Core Housing Need","Housing Standards"
"13305",2006-07-01,"2006","Below Suitability Standard",330,"Core Housing Need","Housing Standards"
"13305",2006-07-01,"2006","Below One or More Housing Standards",5370,"Core Housing Need","Housing Standards"
"13305",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"13305",2006-07-01,"2006","Total",5370,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Below Affordability Standard",4955,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Below Adequacy Standard",775,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Below Suitability Standard",195,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Below One or More Housing Standards",5295,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Total",5295,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Below Affordability Standard",5045,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Below Adequacy Standard",740,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Below Suitability Standard",320,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Below One or More Housing Standards",5370,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Total",5375,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Below Affordability Standard",4530,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Below Adequacy Standard",725,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Below Suitability Standard",190,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Below One or More Housing Standards",4915,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Total",4915,"Core Housing Need","Housing Standards"
