"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"10001",2006-07-01,"2006","Below Affordability Standard",60.5,"Core Housing Need","Housing Standards"
"10001",2006-07-01,"2006","Below Adequacy Standard",25.9,"Core Housing Need","Housing Standards"
"10001",2006-07-01,"2006","Below Suitability Standard",38.2,"Core Housing Need","Housing Standards"
"10001",2006-07-01,"2006","Below One or More Housing Standards",51.2,"Core Housing Need","Housing Standards"
"10001",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"10001",2006-07-01,"2006","Total",13.5,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Below Affordability Standard",58.3,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Below Adequacy Standard",15.7,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Below Suitability Standard",38.2,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Below One or More Housing Standards",46.9,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"10001",2011-07-01,"2011","Total",11.9,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Below Affordability Standard",55.1,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Below Adequacy Standard",33.5,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Below Suitability Standard",16.3,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Below One or More Housing Standards",47.9,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"10001",2016-07-01,"2016","Total",11.5,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Below Affordability Standard",48.7,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Below Adequacy Standard",24.6,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Below Suitability Standard",13.4,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Below One or More Housing Standards",40.9,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"10001",2021-07-01,"2021","Total",9.2,"Core Housing Need","Housing Standards"
