"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"12220",2006-07-01,"2006","Below Affordability Standard",2795,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Below Adequacy Standard",1790,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Below Suitability Standard",565,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Below One or More Housing Standards",4355,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Above Standards",10130,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Total",14485,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below Affordability Standard",2520,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below Adequacy Standard",2075,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below Suitability Standard",505,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below One or More Housing Standards",4490,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Above Standards",10135,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Total",14625,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below Affordability Standard",2700,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below Adequacy Standard",1590,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below Suitability Standard",370,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below One or More Housing Standards",4140,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Above Standards",10495,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Total",14630,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below Affordability Standard",2135,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below Adequacy Standard",1585,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below Suitability Standard",440,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below One or More Housing Standards",3780,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Above Standards",11250,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Total",15025,"Core Housing Need","Housing Standards"
