"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35565",2006-07-01,"2006","Below Affordability Standard",555,"Core Housing Need","Housing Standards"
"35565",2006-07-01,"2006","Below Adequacy Standard",70,"Core Housing Need","Housing Standards"
"35565",2006-07-01,"2006","Below Suitability Standard",95,"Core Housing Need","Housing Standards"
"35565",2006-07-01,"2006","Below One or More Housing Standards",590,"Core Housing Need","Housing Standards"
"35565",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35565",2006-07-01,"2006","Total",585,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Below Affordability Standard",760,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Below Adequacy Standard",105,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Below Suitability Standard",25,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Below One or More Housing Standards",790,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Total",785,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Below Affordability Standard",1095,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Below Adequacy Standard",130,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Below Suitability Standard",65,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Below One or More Housing Standards",1160,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Total",1165,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Below Affordability Standard",655,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Below Adequacy Standard",95,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Below Suitability Standard",35,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Below One or More Housing Standards",705,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Total",705,"Core Housing Need","Housing Standards"
