"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"48805",2006-07-01,"2006","Below Affordability Standard",1410,"Core Housing Need","Housing Standards"
"48805",2006-07-01,"2006","Below Adequacy Standard",240,"Core Housing Need","Housing Standards"
"48805",2006-07-01,"2006","Below Suitability Standard",115,"Core Housing Need","Housing Standards"
"48805",2006-07-01,"2006","Below One or More Housing Standards",1490,"Core Housing Need","Housing Standards"
"48805",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"48805",2006-07-01,"2006","Total",1490,"Core Housing Need","Housing Standards"
"48805",2011-07-01,"2011","Below Affordability Standard",1890,"Core Housing Need","Housing Standards"
"48805",2011-07-01,"2011","Below Adequacy Standard",205,"Core Housing Need","Housing Standards"
"48805",2011-07-01,"2011","Below Suitability Standard",135,"Core Housing Need","Housing Standards"
"48805",2011-07-01,"2011","Below One or More Housing Standards",1975,"Core Housing Need","Housing Standards"
"48805",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"48805",2011-07-01,"2011","Total",1975,"Core Housing Need","Housing Standards"
"48805",2016-07-01,"2016","Below Affordability Standard",2675,"Core Housing Need","Housing Standards"
"48805",2016-07-01,"2016","Below Adequacy Standard",360,"Core Housing Need","Housing Standards"
"48805",2016-07-01,"2016","Below Suitability Standard",100,"Core Housing Need","Housing Standards"
"48805",2016-07-01,"2016","Below One or More Housing Standards",2800,"Core Housing Need","Housing Standards"
"48805",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48805",2016-07-01,"2016","Total",2800,"Core Housing Need","Housing Standards"
"48805",2021-07-01,"2021","Below Affordability Standard",2495,"Core Housing Need","Housing Standards"
"48805",2021-07-01,"2021","Below Adequacy Standard",230,"Core Housing Need","Housing Standards"
"48805",2021-07-01,"2021","Below Suitability Standard",45,"Core Housing Need","Housing Standards"
"48805",2021-07-01,"2021","Below One or More Housing Standards",2585,"Core Housing Need","Housing Standards"
"48805",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48805",2021-07-01,"2021","Total",2585,"Core Housing Need","Housing Standards"
