"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"24405",2006-07-01,"2006","Below Affordability Standard",670,"Core Housing Need","Housing Standards"
"24405",2006-07-01,"2006","Below Adequacy Standard",55,"Core Housing Need","Housing Standards"
"24405",2006-07-01,"2006","Below Suitability Standard",40,"Core Housing Need","Housing Standards"
"24405",2006-07-01,"2006","Below One or More Housing Standards",720,"Core Housing Need","Housing Standards"
"24405",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24405",2006-07-01,"2006","Total",725,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Below Affordability Standard",580,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Below Adequacy Standard",75,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Below One or More Housing Standards",600,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Total",600,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Below Affordability Standard",485,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Below Adequacy Standard",30,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Below Suitability Standard",15,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Below One or More Housing Standards",505,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Total",505,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Below Affordability Standard",285,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Below Adequacy Standard",50,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Below One or More Housing Standards",305,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Total",305,"Core Housing Need","Housing Standards"
