"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"24454",2006-07-01,"2006","Below Affordability Standard",1960,"Core Housing Need","Housing Standards"
"24454",2006-07-01,"2006","Below Adequacy Standard",345,"Core Housing Need","Housing Standards"
"24454",2006-07-01,"2006","Below Suitability Standard",80,"Core Housing Need","Housing Standards"
"24454",2006-07-01,"2006","Below One or More Housing Standards",2080,"Core Housing Need","Housing Standards"
"24454",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24454",2006-07-01,"2006","Total",2085,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Below Affordability Standard",1450,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Below Adequacy Standard",325,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Below Suitability Standard",55,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Below One or More Housing Standards",1495,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Total",1500,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Below Affordability Standard",1405,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Below Adequacy Standard",205,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Below Suitability Standard",50,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Below One or More Housing Standards",1485,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Total",1490,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Below Affordability Standard",720,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Below Adequacy Standard",100,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Below One or More Housing Standards",735,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Total",735,"Core Housing Need","Housing Standards"
