"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59933",2006-07-01,"2006","Below Affordability Standard",209125,"Core Housing Need","Housing Standards"
"59933",2006-07-01,"2006","Below Adequacy Standard",51115,"Core Housing Need","Housing Standards"
"59933",2006-07-01,"2006","Below Suitability Standard",74380,"Core Housing Need","Housing Standards"
"59933",2006-07-01,"2006","Below One or More Housing Standards",290395,"Core Housing Need","Housing Standards"
"59933",2006-07-01,"2006","Above Standards",467500,"Core Housing Need","Housing Standards"
"59933",2006-07-01,"2006","Total",757900,"Core Housing Need","Housing Standards"
"59933",2011-07-01,"2011","Below Affordability Standard",227950,"Core Housing Need","Housing Standards"
"59933",2011-07-01,"2011","Below Adequacy Standard",53415,"Core Housing Need","Housing Standards"
"59933",2011-07-01,"2011","Below Suitability Standard",74950,"Core Housing Need","Housing Standards"
"59933",2011-07-01,"2011","Below One or More Housing Standards",313755,"Core Housing Need","Housing Standards"
"59933",2011-07-01,"2011","Above Standards",501650,"Core Housing Need","Housing Standards"
"59933",2011-07-01,"2011","Total",815400,"Core Housing Need","Housing Standards"
"59933",2016-07-01,"2016","Below Affordability Standard",241000,"Core Housing Need","Housing Standards"
"59933",2016-07-01,"2016","Below Adequacy Standard",50920,"Core Housing Need","Housing Standards"
"59933",2016-07-01,"2016","Below Suitability Standard",65195,"Core Housing Need","Housing Standards"
"59933",2016-07-01,"2016","Below One or More Housing Standards",319370,"Core Housing Need","Housing Standards"
"59933",2016-07-01,"2016","Above Standards",570040,"Core Housing Need","Housing Standards"
"59933",2016-07-01,"2016","Total",889415,"Core Housing Need","Housing Standards"
"59933",2021-07-01,"2021","Below Affordability Standard",254850,"Core Housing Need","Housing Standards"
"59933",2021-07-01,"2021","Below Adequacy Standard",52410,"Core Housing Need","Housing Standards"
"59933",2021-07-01,"2021","Below Suitability Standard",81510,"Core Housing Need","Housing Standards"
"59933",2021-07-01,"2021","Below One or More Housing Standards",352670,"Core Housing Need","Housing Standards"
"59933",2021-07-01,"2021","Above Standards",628150,"Core Housing Need","Housing Standards"
"59933",2021-07-01,"2021","Total",980815,"Core Housing Need","Housing Standards"
