"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"13320",2006-07-01,"2006","Below Affordability Standard",6105,"Core Housing Need","Housing Standards"
"13320",2006-07-01,"2006","Below Adequacy Standard",2485,"Core Housing Need","Housing Standards"
"13320",2006-07-01,"2006","Below Suitability Standard",1100,"Core Housing Need","Housing Standards"
"13320",2006-07-01,"2006","Below One or More Housing Standards",8615,"Core Housing Need","Housing Standards"
"13320",2006-07-01,"2006","Above Standards",24830,"Core Housing Need","Housing Standards"
"13320",2006-07-01,"2006","Total",33440,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Below Affordability Standard",6295,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Below Adequacy Standard",3055,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Below Suitability Standard",1335,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Below One or More Housing Standards",9570,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Above Standards",27485,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Total",37060,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Below Affordability Standard",6815,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Below Adequacy Standard",2645,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Below Suitability Standard",980,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Below One or More Housing Standards",9470,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Above Standards",31395,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Total",40865,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Below Affordability Standard",6115,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Below Adequacy Standard",3030,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Below Suitability Standard",1330,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Below One or More Housing Standards",9710,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Above Standards",35195,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Total",44905,"Core Housing Need","Housing Standards"
