"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"24411",2006-07-01,"2006","Below Affordability Standard",505,"Core Housing Need","Housing Standards"
"24411",2006-07-01,"2006","Below Adequacy Standard",70,"Core Housing Need","Housing Standards"
"24411",2006-07-01,"2006","Below Suitability Standard",15,"Core Housing Need","Housing Standards"
"24411",2006-07-01,"2006","Below One or More Housing Standards",515,"Core Housing Need","Housing Standards"
"24411",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24411",2006-07-01,"2006","Total",515,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Below Affordability Standard",490,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Below Adequacy Standard",75,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Below One or More Housing Standards",500,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Total",500,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Below Affordability Standard",195,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Below Adequacy Standard",15,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Below One or More Housing Standards",195,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Total",195,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Below Affordability Standard",160,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Below Adequacy Standard",35,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Below One or More Housing Standards",160,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Total",160,"Core Housing Need","Housing Standards"
