"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35595",2006-07-01,"2006","Below Affordability Standard",5005,"Core Housing Need","Housing Standards"
"35595",2006-07-01,"2006","Below Adequacy Standard",840,"Core Housing Need","Housing Standards"
"35595",2006-07-01,"2006","Below Suitability Standard",405,"Core Housing Need","Housing Standards"
"35595",2006-07-01,"2006","Below One or More Housing Standards",5420,"Core Housing Need","Housing Standards"
"35595",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35595",2006-07-01,"2006","Total",5415,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Below Affordability Standard",4750,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Below Adequacy Standard",950,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Below Suitability Standard",570,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Below One or More Housing Standards",5260,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Total",5260,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Below Affordability Standard",5520,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Below Adequacy Standard",1080,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Below Suitability Standard",525,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Below One or More Housing Standards",6195,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Total",6200,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Below Affordability Standard",3785,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Below Adequacy Standard",820,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Below Suitability Standard",430,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Below One or More Housing Standards",4425,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Total",4425,"Core Housing Need","Housing Standards"
