"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35512",2006-07-01,"2006","Below Affordability Standard",3125,"Core Housing Need","Housing Standards"
"35512",2006-07-01,"2006","Below Adequacy Standard",1080,"Core Housing Need","Housing Standards"
"35512",2006-07-01,"2006","Below Suitability Standard",580,"Core Housing Need","Housing Standards"
"35512",2006-07-01,"2006","Below One or More Housing Standards",4300,"Core Housing Need","Housing Standards"
"35512",2006-07-01,"2006","Above Standards",11465,"Core Housing Need","Housing Standards"
"35512",2006-07-01,"2006","Total",15770,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Below Affordability Standard",3370,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Below Adequacy Standard",1210,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Below Suitability Standard",590,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Below One or More Housing Standards",4500,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Above Standards",11460,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Total",15960,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Below Affordability Standard",3880,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Below Adequacy Standard",1230,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Below Suitability Standard",425,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Below One or More Housing Standards",4920,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Above Standards",11390,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Total",16315,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Below Affordability Standard",2570,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Below Adequacy Standard",1085,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Below Suitability Standard",430,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Below One or More Housing Standards",3660,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Above Standards",10400,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Total",14060,"Core Housing Need","Housing Standards"
