"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"46602",2006-07-01,"2006","Below Affordability Standard",51.2,"Core Housing Need","Housing Standards"
"46602",2006-07-01,"2006","Below Adequacy Standard",31.5,"Core Housing Need","Housing Standards"
"46602",2006-07-01,"2006","Below Suitability Standard",22.6,"Core Housing Need","Housing Standards"
"46602",2006-07-01,"2006","Below One or More Housing Standards",36.5,"Core Housing Need","Housing Standards"
"46602",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"46602",2006-07-01,"2006","Total",10.4,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Below Affordability Standard",47.9,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Below Adequacy Standard",28.9,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Below Suitability Standard",23.3,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Below One or More Housing Standards",34,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"46602",2011-07-01,"2011","Total",10.3,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Below Affordability Standard",56.6,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Below Adequacy Standard",24.8,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Below Suitability Standard",31.4,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Below One or More Housing Standards",41.3,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"46602",2016-07-01,"2016","Total",12.1,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Below Affordability Standard",54.5,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Below Adequacy Standard",23.6,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Below Suitability Standard",24.4,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Below One or More Housing Standards",39,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"46602",2021-07-01,"2021","Total",11.1,"Core Housing Need","Housing Standards"
