"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35502",2006-07-01,"2006","Below Affordability Standard",1230,"Core Housing Need","Housing Standards"
"35502",2006-07-01,"2006","Below Adequacy Standard",220,"Core Housing Need","Housing Standards"
"35502",2006-07-01,"2006","Below Suitability Standard",80,"Core Housing Need","Housing Standards"
"35502",2006-07-01,"2006","Below One or More Housing Standards",1295,"Core Housing Need","Housing Standards"
"35502",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35502",2006-07-01,"2006","Total",1295,"Core Housing Need","Housing Standards"
"35502",2011-07-01,"2011","Below Affordability Standard",980,"Core Housing Need","Housing Standards"
"35502",2011-07-01,"2011","Below Adequacy Standard",135,"Core Housing Need","Housing Standards"
"35502",2011-07-01,"2011","Below Suitability Standard",65,"Core Housing Need","Housing Standards"
"35502",2011-07-01,"2011","Below One or More Housing Standards",1005,"Core Housing Need","Housing Standards"
"35502",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35502",2011-07-01,"2011","Total",1010,"Core Housing Need","Housing Standards"
"35502",2016-07-01,"2016","Below Affordability Standard",1080,"Core Housing Need","Housing Standards"
"35502",2016-07-01,"2016","Below Adequacy Standard",145,"Core Housing Need","Housing Standards"
"35502",2016-07-01,"2016","Below Suitability Standard",45,"Core Housing Need","Housing Standards"
"35502",2016-07-01,"2016","Below One or More Housing Standards",1120,"Core Housing Need","Housing Standards"
"35502",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35502",2016-07-01,"2016","Total",1120,"Core Housing Need","Housing Standards"
"35502",2021-07-01,"2021","Below Affordability Standard",440,"Core Housing Need","Housing Standards"
"35502",2021-07-01,"2021","Below Adequacy Standard",80,"Core Housing Need","Housing Standards"
"35502",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"35502",2021-07-01,"2021","Below One or More Housing Standards",460,"Core Housing Need","Housing Standards"
"35502",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35502",2021-07-01,"2021","Total",460,"Core Housing Need","Housing Standards"
