"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24406",2006-07-01,"2006","Below Affordability Standard",1425,"Core Housing Need","Housing Standards"
"24406",2006-07-01,"2006","Below Adequacy Standard",1070,"Core Housing Need","Housing Standards"
"24406",2006-07-01,"2006","Below Suitability Standard",300,"Core Housing Need","Housing Standards"
"24406",2006-07-01,"2006","Below One or More Housing Standards",2600,"Core Housing Need","Housing Standards"
"24406",2006-07-01,"2006","Above Standards",9770,"Core Housing Need","Housing Standards"
"24406",2006-07-01,"2006","Total",12370,"Core Housing Need","Housing Standards"
"24406",2011-07-01,"2011","Below Affordability Standard",1540,"Core Housing Need","Housing Standards"
"24406",2011-07-01,"2011","Below Adequacy Standard",850,"Core Housing Need","Housing Standards"
"24406",2011-07-01,"2011","Below Suitability Standard",320,"Core Housing Need","Housing Standards"
"24406",2011-07-01,"2011","Below One or More Housing Standards",2460,"Core Housing Need","Housing Standards"
"24406",2011-07-01,"2011","Above Standards",9845,"Core Housing Need","Housing Standards"
"24406",2011-07-01,"2011","Total",12305,"Core Housing Need","Housing Standards"
"24406",2016-07-01,"2016","Below Affordability Standard",1380,"Core Housing Need","Housing Standards"
"24406",2016-07-01,"2016","Below Adequacy Standard",785,"Core Housing Need","Housing Standards"
"24406",2016-07-01,"2016","Below Suitability Standard",185,"Core Housing Need","Housing Standards"
"24406",2016-07-01,"2016","Below One or More Housing Standards",2210,"Core Housing Need","Housing Standards"
"24406",2016-07-01,"2016","Above Standards",10040,"Core Housing Need","Housing Standards"
"24406",2016-07-01,"2016","Total",12250,"Core Housing Need","Housing Standards"
"24406",2021-07-01,"2021","Below Affordability Standard",935,"Core Housing Need","Housing Standards"
"24406",2021-07-01,"2021","Below Adequacy Standard",785,"Core Housing Need","Housing Standards"
"24406",2021-07-01,"2021","Below Suitability Standard",95,"Core Housing Need","Housing Standards"
"24406",2021-07-01,"2021","Below One or More Housing Standards",1720,"Core Housing Need","Housing Standards"
"24406",2021-07-01,"2021","Above Standards",10565,"Core Housing Need","Housing Standards"
"24406",2021-07-01,"2021","Total",12285,"Core Housing Need","Housing Standards"
