"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35569",2006-07-01,"2006","Below Affordability Standard",57.7,"Core Housing Need","Housing Standards"
"35569",2006-07-01,"2006","Below Adequacy Standard",34.9,"Core Housing Need","Housing Standards"
"35569",2006-07-01,"2006","Below Suitability Standard",29.7,"Core Housing Need","Housing Standards"
"35569",2006-07-01,"2006","Below One or More Housing Standards",46.4,"Core Housing Need","Housing Standards"
"35569",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35569",2006-07-01,"2006","Total",17,"Core Housing Need","Housing Standards"
"35569",2011-07-01,"2011","Below Affordability Standard",57.4,"Core Housing Need","Housing Standards"
"35569",2011-07-01,"2011","Below Adequacy Standard",32.9,"Core Housing Need","Housing Standards"
"35569",2011-07-01,"2011","Below Suitability Standard",35.5,"Core Housing Need","Housing Standards"
"35569",2011-07-01,"2011","Below One or More Housing Standards",47.8,"Core Housing Need","Housing Standards"
"35569",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35569",2011-07-01,"2011","Total",16.9,"Core Housing Need","Housing Standards"
"35569",2016-07-01,"2016","Below Affordability Standard",64.9,"Core Housing Need","Housing Standards"
"35569",2016-07-01,"2016","Below Adequacy Standard",39.1,"Core Housing Need","Housing Standards"
"35569",2016-07-01,"2016","Below Suitability Standard",47.7,"Core Housing Need","Housing Standards"
"35569",2016-07-01,"2016","Below One or More Housing Standards",57,"Core Housing Need","Housing Standards"
"35569",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35569",2016-07-01,"2016","Total",20.6,"Core Housing Need","Housing Standards"
"35569",2021-07-01,"2021","Below Affordability Standard",48.4,"Core Housing Need","Housing Standards"
"35569",2021-07-01,"2021","Below Adequacy Standard",22.8,"Core Housing Need","Housing Standards"
"35569",2021-07-01,"2021","Below Suitability Standard",22.4,"Core Housing Need","Housing Standards"
"35569",2021-07-01,"2021","Below One or More Housing Standards",40,"Core Housing Need","Housing Standards"
"35569",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35569",2021-07-01,"2021","Total",12.8,"Core Housing Need","Housing Standards"
