"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"24447",2006-07-01,"2006","Below Affordability Standard",48.1,"Core Housing Need","Housing Standards"
"24447",2006-07-01,"2006","Below Adequacy Standard",20.5,"Core Housing Need","Housing Standards"
"24447",2006-07-01,"2006","Below Suitability Standard",18.7,"Core Housing Need","Housing Standards"
"24447",2006-07-01,"2006","Below One or More Housing Standards",37.1,"Core Housing Need","Housing Standards"
"24447",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24447",2006-07-01,"2006","Total",9.2,"Core Housing Need","Housing Standards"
"24447",2011-07-01,"2011","Below Affordability Standard",42,"Core Housing Need","Housing Standards"
"24447",2011-07-01,"2011","Below Adequacy Standard",14.3,"Core Housing Need","Housing Standards"
"24447",2011-07-01,"2011","Below Suitability Standard",17.5,"Core Housing Need","Housing Standards"
"24447",2011-07-01,"2011","Below One or More Housing Standards",32.9,"Core Housing Need","Housing Standards"
"24447",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24447",2011-07-01,"2011","Total",8.5,"Core Housing Need","Housing Standards"
"24447",2016-07-01,"2016","Below Affordability Standard",38.5,"Core Housing Need","Housing Standards"
"24447",2016-07-01,"2016","Below Adequacy Standard",17.9,"Core Housing Need","Housing Standards"
"24447",2016-07-01,"2016","Below Suitability Standard",16.2,"Core Housing Need","Housing Standards"
"24447",2016-07-01,"2016","Below One or More Housing Standards",31.6,"Core Housing Need","Housing Standards"
"24447",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24447",2016-07-01,"2016","Total",6.9,"Core Housing Need","Housing Standards"
"24447",2021-07-01,"2021","Below Affordability Standard",27.4,"Core Housing Need","Housing Standards"
"24447",2021-07-01,"2021","Below Adequacy Standard",10.9,"Core Housing Need","Housing Standards"
"24447",2021-07-01,"2021","Below Suitability Standard",5.1,"Core Housing Need","Housing Standards"
"24447",2021-07-01,"2021","Below One or More Housing Standards",20.5,"Core Housing Need","Housing Standards"
"24447",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24447",2021-07-01,"2021","Total",3.6,"Core Housing Need","Housing Standards"
