"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35532",2006-07-01,"2006","Below Affordability Standard",12610,"Core Housing Need","Housing Standards"
"35532",2006-07-01,"2006","Below Adequacy Standard",1715,"Core Housing Need","Housing Standards"
"35532",2006-07-01,"2006","Below Suitability Standard",1375,"Core Housing Need","Housing Standards"
"35532",2006-07-01,"2006","Below One or More Housing Standards",13315,"Core Housing Need","Housing Standards"
"35532",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35532",2006-07-01,"2006","Total",13315,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Below Affordability Standard",12360,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Below Adequacy Standard",1515,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Below Suitability Standard",1325,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Below One or More Housing Standards",13070,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Total",13070,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Below Affordability Standard",16295,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Below Adequacy Standard",2120,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Below Suitability Standard",1480,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Below One or More Housing Standards",17160,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Total",17160,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Below Affordability Standard",14950,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Below Adequacy Standard",1825,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Below Suitability Standard",1555,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Below One or More Housing Standards",16170,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Total",16170,"Core Housing Need","Housing Standards"
