"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"48865",2006-07-01,"2006","Below Affordability Standard",495,"Core Housing Need","Housing Standards"
"48865",2006-07-01,"2006","Below Adequacy Standard",115,"Core Housing Need","Housing Standards"
"48865",2006-07-01,"2006","Below Suitability Standard",65,"Core Housing Need","Housing Standards"
"48865",2006-07-01,"2006","Below One or More Housing Standards",540,"Core Housing Need","Housing Standards"
"48865",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"48865",2006-07-01,"2006","Total",535,"Core Housing Need","Housing Standards"
"48865",2011-07-01,"2011","Below Affordability Standard",750,"Core Housing Need","Housing Standards"
"48865",2011-07-01,"2011","Below Adequacy Standard",90,"Core Housing Need","Housing Standards"
"48865",2011-07-01,"2011","Below Suitability Standard",60,"Core Housing Need","Housing Standards"
"48865",2011-07-01,"2011","Below One or More Housing Standards",790,"Core Housing Need","Housing Standards"
"48865",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"48865",2011-07-01,"2011","Total",795,"Core Housing Need","Housing Standards"
"48865",2016-07-01,"2016","Below Affordability Standard",820,"Core Housing Need","Housing Standards"
"48865",2016-07-01,"2016","Below Adequacy Standard",115,"Core Housing Need","Housing Standards"
"48865",2016-07-01,"2016","Below Suitability Standard",90,"Core Housing Need","Housing Standards"
"48865",2016-07-01,"2016","Below One or More Housing Standards",890,"Core Housing Need","Housing Standards"
"48865",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48865",2016-07-01,"2016","Total",890,"Core Housing Need","Housing Standards"
"48865",2021-07-01,"2021","Below Affordability Standard",660,"Core Housing Need","Housing Standards"
"48865",2021-07-01,"2021","Below Adequacy Standard",95,"Core Housing Need","Housing Standards"
"48865",2021-07-01,"2021","Below Suitability Standard",70,"Core Housing Need","Housing Standards"
"48865",2021-07-01,"2021","Below One or More Housing Standards",745,"Core Housing Need","Housing Standards"
"48865",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48865",2021-07-01,"2021","Total",745,"Core Housing Need","Housing Standards"
