"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"59934",2006-07-01,"2006","Below Affordability Standard",29.9,"Core Housing Need","Housing Standards"
"59934",2006-07-01,"2006","Below Adequacy Standard",8.5,"Core Housing Need","Housing Standards"
"59934",2006-07-01,"2006","Below Suitability Standard",14.3,"Core Housing Need","Housing Standards"
"59934",2006-07-01,"2006","Below One or More Housing Standards",22.4,"Core Housing Need","Housing Standards"
"59934",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59934",2006-07-01,"2006","Total",6.8,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Below Affordability Standard",32.5,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Below Adequacy Standard",24.6,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Below Suitability Standard",28.9,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Below One or More Housing Standards",27.9,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Total",11.3,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Below Affordability Standard",30,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Below Adequacy Standard",17.7,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Below Suitability Standard",19,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Below One or More Housing Standards",23.6,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Total",7.2,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Below Affordability Standard",25.5,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Below Adequacy Standard",13,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Below Suitability Standard",17,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Below One or More Housing Standards",20.8,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Total",6.4,"Core Housing Need","Housing Standards"
