"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"47720",2006-07-01,"2006","Below Affordability Standard",40,"Core Housing Need","Housing Standards"
"47720",2006-07-01,"2006","Below Adequacy Standard",14.8,"Core Housing Need","Housing Standards"
"47720",2006-07-01,"2006","Below Suitability Standard",17.5,"Core Housing Need","Housing Standards"
"47720",2006-07-01,"2006","Below One or More Housing Standards",27.5,"Core Housing Need","Housing Standards"
"47720",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"47720",2006-07-01,"2006","Total",6.9,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Below Affordability Standard",41,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Below Adequacy Standard",0,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Below Suitability Standard",11.6,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Below One or More Housing Standards",27.4,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"47720",2011-07-01,"2011","Total",5.9,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Below Affordability Standard",56.2,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Below Adequacy Standard",14.3,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Below Suitability Standard",9.7,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Below One or More Housing Standards",38.9,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"47720",2016-07-01,"2016","Total",8.6,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Below Affordability Standard",37.8,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Below Adequacy Standard",11.2,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Below One or More Housing Standards",26,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"47720",2021-07-01,"2021","Total",6.1,"Core Housing Need","Housing Standards"
