"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"47715",2006-07-01,"2006","Below Affordability Standard",2560,"Core Housing Need","Housing Standards"
"47715",2006-07-01,"2006","Below Adequacy Standard",1385,"Core Housing Need","Housing Standards"
"47715",2006-07-01,"2006","Below Suitability Standard",435,"Core Housing Need","Housing Standards"
"47715",2006-07-01,"2006","Below One or More Housing Standards",3905,"Core Housing Need","Housing Standards"
"47715",2006-07-01,"2006","Above Standards",9790,"Core Housing Need","Housing Standards"
"47715",2006-07-01,"2006","Total",13690,"Core Housing Need","Housing Standards"
"47715",2011-07-01,"2011","Below Affordability Standard",3020,"Core Housing Need","Housing Standards"
"47715",2011-07-01,"2011","Below Adequacy Standard",1410,"Core Housing Need","Housing Standards"
"47715",2011-07-01,"2011","Below Suitability Standard",490,"Core Housing Need","Housing Standards"
"47715",2011-07-01,"2011","Below One or More Housing Standards",4400,"Core Housing Need","Housing Standards"
"47715",2011-07-01,"2011","Above Standards",10065,"Core Housing Need","Housing Standards"
"47715",2011-07-01,"2011","Total",14465,"Core Housing Need","Housing Standards"
"47715",2016-07-01,"2016","Below Affordability Standard",2725,"Core Housing Need","Housing Standards"
"47715",2016-07-01,"2016","Below Adequacy Standard",1195,"Core Housing Need","Housing Standards"
"47715",2016-07-01,"2016","Below Suitability Standard",370,"Core Housing Need","Housing Standards"
"47715",2016-07-01,"2016","Below One or More Housing Standards",3975,"Core Housing Need","Housing Standards"
"47715",2016-07-01,"2016","Above Standards",10615,"Core Housing Need","Housing Standards"
"47715",2016-07-01,"2016","Total",14590,"Core Housing Need","Housing Standards"
"47715",2021-07-01,"2021","Below Affordability Standard",2460,"Core Housing Need","Housing Standards"
"47715",2021-07-01,"2021","Below Adequacy Standard",1115,"Core Housing Need","Housing Standards"
"47715",2021-07-01,"2021","Below Suitability Standard",540,"Core Housing Need","Housing Standards"
"47715",2021-07-01,"2021","Below One or More Housing Standards",3830,"Core Housing Need","Housing Standards"
"47715",2021-07-01,"2021","Above Standards",11080,"Core Housing Need","Housing Standards"
"47715",2021-07-01,"2021","Total",14905,"Core Housing Need","Housing Standards"
