"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59918",2006-07-01,"2006","Below Affordability Standard",5105,"Core Housing Need","Housing Standards"
"59918",2006-07-01,"2006","Below Adequacy Standard",1265,"Core Housing Need","Housing Standards"
"59918",2006-07-01,"2006","Below Suitability Standard",825,"Core Housing Need","Housing Standards"
"59918",2006-07-01,"2006","Below One or More Housing Standards",6415,"Core Housing Need","Housing Standards"
"59918",2006-07-01,"2006","Above Standards",14635,"Core Housing Need","Housing Standards"
"59918",2006-07-01,"2006","Total",21055,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Below Affordability Standard",5350,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Below Adequacy Standard",1345,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Below Suitability Standard",670,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Below One or More Housing Standards",6615,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Above Standards",14950,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Total",21565,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Below Affordability Standard",5250,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Below Adequacy Standard",1270,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Below Suitability Standard",550,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Below One or More Housing Standards",6470,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Above Standards",17105,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Total",23580,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Below Affordability Standard",5315,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Below Adequacy Standard",1475,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Below Suitability Standard",740,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Below One or More Housing Standards",6955,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Above Standards",19105,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Total",26055,"Core Housing Need","Housing Standards"
