"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"11110",2006-07-01,"2006","Below Affordability Standard",57.5,"Core Housing Need","Housing Standards"
"11110",2006-07-01,"2006","Below Adequacy Standard",20.8,"Core Housing Need","Housing Standards"
"11110",2006-07-01,"2006","Below Suitability Standard",23.8,"Core Housing Need","Housing Standards"
"11110",2006-07-01,"2006","Below One or More Housing Standards",42.1,"Core Housing Need","Housing Standards"
"11110",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"11110",2006-07-01,"2006","Total",12.3,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Below Affordability Standard",38.5,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Below Adequacy Standard",0,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Below Suitability Standard",19.2,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Below One or More Housing Standards",30.5,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Total",8.1,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Below Affordability Standard",39.2,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Below Adequacy Standard",15.8,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Below Suitability Standard",9.4,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Below One or More Housing Standards",29.7,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Total",8.1,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Below Affordability Standard",40.5,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Below Adequacy Standard",14,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Below One or More Housing Standards",28.1,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Total",6.9,"Core Housing Need","Housing Standards"
