"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35547",2006-07-01,"2006","Below Affordability Standard",4505,"Core Housing Need","Housing Standards"
"35547",2006-07-01,"2006","Below Adequacy Standard",1525,"Core Housing Need","Housing Standards"
"35547",2006-07-01,"2006","Below Suitability Standard",845,"Core Housing Need","Housing Standards"
"35547",2006-07-01,"2006","Below One or More Housing Standards",6120,"Core Housing Need","Housing Standards"
"35547",2006-07-01,"2006","Above Standards",16735,"Core Housing Need","Housing Standards"
"35547",2006-07-01,"2006","Total",22855,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Below Affordability Standard",4300,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Below Adequacy Standard",1440,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Below Suitability Standard",865,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Below One or More Housing Standards",6020,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Above Standards",17455,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Total",23475,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Below Affordability Standard",4660,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Below Adequacy Standard",1615,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Below Suitability Standard",675,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Below One or More Housing Standards",6400,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Above Standards",18280,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Total",24675,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Below Affordability Standard",3815,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Below Adequacy Standard",1520,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Below Suitability Standard",870,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Below One or More Housing Standards",5685,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Above Standards",20800,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Total",26480,"Core Housing Need","Housing Standards"
