"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"59977",2006-07-01,"2006","Below Affordability Standard",755,"Core Housing Need","Housing Standards"
"59977",2006-07-01,"2006","Below Adequacy Standard",70,"Core Housing Need","Housing Standards"
"59977",2006-07-01,"2006","Below Suitability Standard",70,"Core Housing Need","Housing Standards"
"59977",2006-07-01,"2006","Below One or More Housing Standards",790,"Core Housing Need","Housing Standards"
"59977",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59977",2006-07-01,"2006","Total",790,"Core Housing Need","Housing Standards"
"59977",2011-07-01,"2011","Below Affordability Standard",860,"Core Housing Need","Housing Standards"
"59977",2011-07-01,"2011","Below Adequacy Standard",180,"Core Housing Need","Housing Standards"
"59977",2011-07-01,"2011","Below Suitability Standard",80,"Core Housing Need","Housing Standards"
"59977",2011-07-01,"2011","Below One or More Housing Standards",940,"Core Housing Need","Housing Standards"
"59977",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59977",2011-07-01,"2011","Total",940,"Core Housing Need","Housing Standards"
"59977",2016-07-01,"2016","Below Affordability Standard",815,"Core Housing Need","Housing Standards"
"59977",2016-07-01,"2016","Below Adequacy Standard",105,"Core Housing Need","Housing Standards"
"59977",2016-07-01,"2016","Below Suitability Standard",70,"Core Housing Need","Housing Standards"
"59977",2016-07-01,"2016","Below One or More Housing Standards",875,"Core Housing Need","Housing Standards"
"59977",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59977",2016-07-01,"2016","Total",870,"Core Housing Need","Housing Standards"
"59977",2021-07-01,"2021","Below Affordability Standard",560,"Core Housing Need","Housing Standards"
"59977",2021-07-01,"2021","Below Adequacy Standard",95,"Core Housing Need","Housing Standards"
"59977",2021-07-01,"2021","Below Suitability Standard",40,"Core Housing Need","Housing Standards"
"59977",2021-07-01,"2021","Below One or More Housing Standards",630,"Core Housing Need","Housing Standards"
"59977",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59977",2021-07-01,"2021","Total",630,"Core Housing Need","Housing Standards"
