"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"61995",2006-07-01,"2006","Below Affordability Standard",860,"Core Housing Need","Housing Standards"
"61995",2006-07-01,"2006","Below Adequacy Standard",560,"Core Housing Need","Housing Standards"
"61995",2006-07-01,"2006","Below Suitability Standard",600,"Core Housing Need","Housing Standards"
"61995",2006-07-01,"2006","Below One or More Housing Standards",1815,"Core Housing Need","Housing Standards"
"61995",2006-07-01,"2006","Above Standards",4610,"Core Housing Need","Housing Standards"
"61995",2006-07-01,"2006","Total",6430,"Core Housing Need","Housing Standards"
"61995",2011-07-01,"2011","Below Affordability Standard",950,"Core Housing Need","Housing Standards"
"61995",2011-07-01,"2011","Below Adequacy Standard",640,"Core Housing Need","Housing Standards"
"61995",2011-07-01,"2011","Below Suitability Standard",530,"Core Housing Need","Housing Standards"
"61995",2011-07-01,"2011","Below One or More Housing Standards",1835,"Core Housing Need","Housing Standards"
"61995",2011-07-01,"2011","Above Standards",4900,"Core Housing Need","Housing Standards"
"61995",2011-07-01,"2011","Total",6730,"Core Housing Need","Housing Standards"
"61995",2016-07-01,"2016","Below Affordability Standard",935,"Core Housing Need","Housing Standards"
"61995",2016-07-01,"2016","Below Adequacy Standard",630,"Core Housing Need","Housing Standards"
"61995",2016-07-01,"2016","Below Suitability Standard",560,"Core Housing Need","Housing Standards"
"61995",2016-07-01,"2016","Below One or More Housing Standards",1880,"Core Housing Need","Housing Standards"
"61995",2016-07-01,"2016","Above Standards",5140,"Core Housing Need","Housing Standards"
"61995",2016-07-01,"2016","Total",7020,"Core Housing Need","Housing Standards"
"61995",2021-07-01,"2021","Below Affordability Standard",1060,"Core Housing Need","Housing Standards"
"61995",2021-07-01,"2021","Below Adequacy Standard",780,"Core Housing Need","Housing Standards"
"61995",2021-07-01,"2021","Below Suitability Standard",620,"Core Housing Need","Housing Standards"
"61995",2021-07-01,"2021","Below One or More Housing Standards",2225,"Core Housing Need","Housing Standards"
"61995",2021-07-01,"2021","Above Standards",5175,"Core Housing Need","Housing Standards"
"61995",2021-07-01,"2021","Total",7400,"Core Housing Need","Housing Standards"
