"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"48826",2016-07-01,"2016","Below Affordability Standard",380,"Core Housing Need","Housing Standards"
"48826",2016-07-01,"2016","Below Adequacy Standard",10,"Core Housing Need","Housing Standards"
"48826",2016-07-01,"2016","Below Suitability Standard",15,"Core Housing Need","Housing Standards"
"48826",2016-07-01,"2016","Below One or More Housing Standards",390,"Core Housing Need","Housing Standards"
"48826",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48826",2016-07-01,"2016","Total",390,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Below Affordability Standard",325,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Below Adequacy Standard",35,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Below Suitability Standard",20,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Below One or More Housing Standards",340,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Total",340,"Core Housing Need","Housing Standards"
