"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24456",2006-07-01,"2006","Below Affordability Standard",4100,"Core Housing Need","Housing Standards"
"24456",2006-07-01,"2006","Below Adequacy Standard",965,"Core Housing Need","Housing Standards"
"24456",2006-07-01,"2006","Below Suitability Standard",595,"Core Housing Need","Housing Standards"
"24456",2006-07-01,"2006","Below One or More Housing Standards",5175,"Core Housing Need","Housing Standards"
"24456",2006-07-01,"2006","Above Standards",13495,"Core Housing Need","Housing Standards"
"24456",2006-07-01,"2006","Total",18675,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Below Affordability Standard",4440,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Below Adequacy Standard",875,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Below Suitability Standard",675,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Below One or More Housing Standards",5695,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Above Standards",15025,"Core Housing Need","Housing Standards"
"24456",2011-07-01,"2011","Total",20720,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Below Affordability Standard",4775,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Below Adequacy Standard",980,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Below Suitability Standard",535,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Below One or More Housing Standards",5830,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Above Standards",16230,"Core Housing Need","Housing Standards"
"24456",2016-07-01,"2016","Total",22060,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Below Affordability Standard",4100,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Below Adequacy Standard",1135,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Below Suitability Standard",630,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Below One or More Housing Standards",5595,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Above Standards",18675,"Core Housing Need","Housing Standards"
"24456",2021-07-01,"2021","Total",24265,"Core Housing Need","Housing Standards"
