"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"48835",2006-07-01,"2006","Below Affordability Standard",76820,"Core Housing Need","Housing Standards"
"48835",2006-07-01,"2006","Below Adequacy Standard",21805,"Core Housing Need","Housing Standards"
"48835",2006-07-01,"2006","Below Suitability Standard",21515,"Core Housing Need","Housing Standards"
"48835",2006-07-01,"2006","Below One or More Housing Standards",108435,"Core Housing Need","Housing Standards"
"48835",2006-07-01,"2006","Above Standards",281100,"Core Housing Need","Housing Standards"
"48835",2006-07-01,"2006","Total",389535,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Below Affordability Standard",88340,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Below Adequacy Standard",26635,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Below Suitability Standard",24035,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Below One or More Housing Standards",125325,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Above Standards",299830,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Total",425155,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Below Affordability Standard",94795,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Below Adequacy Standard",25400,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Below Suitability Standard",25470,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Below One or More Housing Standards",132185,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Above Standards",350410,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Total",482600,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Below Affordability Standard",111315,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Below Adequacy Standard",26955,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Below Suitability Standard",29390,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Below One or More Housing Standards",154355,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Above Standards",378370,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Total",532725,"Core Housing Need","Housing Standards"
