"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"11110",2006-07-01,"2006","Below Affordability Standard",745,"Core Housing Need","Housing Standards"
"11110",2006-07-01,"2006","Below Adequacy Standard",125,"Core Housing Need","Housing Standards"
"11110",2006-07-01,"2006","Below Suitability Standard",55,"Core Housing Need","Housing Standards"
"11110",2006-07-01,"2006","Below One or More Housing Standards",790,"Core Housing Need","Housing Standards"
"11110",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"11110",2006-07-01,"2006","Total",790,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Below Affordability Standard",520,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Below Adequacy Standard",70,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Below One or More Housing Standards",540,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"11110",2011-07-01,"2011","Total",545,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Below Affordability Standard",560,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Below Adequacy Standard",80,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Below Suitability Standard",15,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Below One or More Housing Standards",580,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"11110",2016-07-01,"2016","Total",575,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Below Affordability Standard",525,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Below Adequacy Standard",70,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Below One or More Housing Standards",540,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"11110",2021-07-01,"2021","Total",540,"Core Housing Need","Housing Standards"
